;REPORTE SEMANAL COMIDA RAPIDA,,,,,,,
;Filtro:(Fecha Venta  Between  9/11/2020 AND 15/11/2020)  AND (Departamento  = COMIDA RAPIDA) ,,,,,,,
Article Description,Category,Departament,Date of Sale,Sold Quantity,Total Sales,Total (Without Tax),Sale hour
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:35:38,2,72,62.6087,09:35:38.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:38:04,1,36,31.3044,09:38:04.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:39:26,2,72,62.6087,09:39:26.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:41:34,1,36,31.3044,09:41:34.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:42:58,1,36,31.3044,09:42:58.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:53:39,1,36,31.3044,09:53:39.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:02:18,3,108,93.913,10:02:18.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:12:38,2,72,62.6087,10:12:38.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:27:04,3,108,93.913,10:27:04.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:37:21,4,144,125.2174,10:37:21.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:35:59,2,72,62.6087,10:35:59.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:32:00,1,36,31.3044,10:32:00.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 11:58:07,2,72,62.6087,11:58:07.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:22:05,3,108,93.913,10:22:05.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 16:08:43,1,36,31.3044,16:08:43.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 16:12:26,1,36,31.3044,16:12:26.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 16:35:15,1,36,31.3044,16:35:15.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 16:57:52,1,36,31.3044,16:57:52.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 18:13:22,1,36,31.3044,18:13:22.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 20:41:59,1,36,31.3044,20:41:59.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:32:23,1,36,31.3044,06:32:23.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:50:05,2,72,62.6087,06:50:05.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:26:06,1,36,31.3044,06:26:06.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:55:11,3,108,93.913,06:55:11.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:57:31,2,72,62.6087,06:57:31.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:00:09,1,36,31.3044,07:00:09.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:01:24,3,108,93.913,07:01:24.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:10:14,4,144,125.2174,07:10:14.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:11:17,2,72,62.6087,07:11:17.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:39:40,1,36,31.3044,06:39:40.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:30:52,1,36,31.3044,07:30:52.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:40:27,4,144,125.2174,07:40:27.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:56:38,2,72,62.6087,07:56:38.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:06:45,1,36,31.3044,08:06:45.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:13:40,1,36,31.3044,08:13:40.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:23:03,1,36,31.3044,08:23:03.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:18:46,2,72,62.6087,08:18:46.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:00:13,2,72,62.6087,08:00:13.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:28:25,2,72,62.6087,08:28:25.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:30:42,1,36,31.3044,08:30:42.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:31:54,5,180,156.5217,08:31:54.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:18:20,3,108,93.913,08:18:20.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:14:10,1,36,31.3044,08:14:10.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:51:45,1,36,31.3044,07:51:45.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:33:07,2,72,62.6087,07:33:07.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:36:20,1,36,31.3044,07:36:20.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:33:15,2,72,62.6087,08:33:15.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:37:09,1,36,31.3044,08:37:09.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:46:49,2,72,62.6087,08:46:49.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:52:11,2,72,62.6087,08:52:11.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:56:39,2,72,62.6087,08:56:39.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:04:33,1,36,31.3044,09:04:33.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:33:22,1,36,31.3044,09:33:22.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:34:35,2,72,62.6087,09:34:35.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:35:32,3,108,93.913,09:35:32.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:13:32,1,36,31.3044,09:13:32.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:01:12,1,36,31.3044,09:01:12.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:49:57,1,36,31.3044,08:49:57.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:52:51,2,72,62.6087,09:52:51.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:56:55,1,36,31.3044,09:56:55.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:01:33,1,36,31.3044,10:01:33.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:01:33,1,36,31.3044,10:01:33.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:08:45,1,36,31.3044,10:08:45.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:20:22,1,36,31.3044,10:20:22.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:21:46,2,72,62.6087,10:21:46.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:50:13,1,36,31.3044,10:50:13.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 11:59:04,1,36,31.3044,11:59:04.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 13:51:14,1,36,31.3044,13:51:14.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 16:55:40,5,180,156.5217,16:55:40.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 17:02:21,1,36,31.3044,17:02:21.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 16:19:54,1,36,31.3044,16:19:54.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 17:35:38,2,72,62.6087,17:35:38.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 18:15:50,2,72,62.6087,18:15:50.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 19:43:10,2,72,62.6087,19:43:10.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 18:31:22,2,72,62.6087,18:31:22.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 19:40:59,1,36,31.3044,19:40:59.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 19:14:44,1,36,31.3044,19:14:44.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:03:52,1,36,31.3044,06:03:52.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:27:33,1,36,31.3044,06:27:33.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:28:22,3,108,93.913,06:28:22.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 21:22:07,1,36,31.3044,21:22:07.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:20:18,1,36,31.3044,06:20:18.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 20:42:44,3,108,93.913,20:42:44.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:28:17,2,72,62.6087,07:28:17.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:06:57,1,28.8,25.0435,08:06:57.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:08:36,1,36,31.3044,08:08:36.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:28:44,1,36,31.3044,06:28:44.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:30:07,1,36,31.3044,06:30:07.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:06:19,2,72,62.6087,07:06:19.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:56:59,1,36,31.3044,06:56:59.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:18:48,1,36,31.3044,07:18:48.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:15:27,4,144,125.2174,07:15:27.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:06:45,1,36,31.3044,07:06:45.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:08:07,2,72,62.6087,07:08:07.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:12:58,2,72,62.6087,07:12:58.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:51:10,1,36,31.3044,06:51:10.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:52:55,1,36,31.3044,06:52:55.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:47:28,1,36,31.3044,06:47:28.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:33:00,2,72,62.6087,06:33:00.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:38:56,1,36,31.3044,06:38:56.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:09:15,1,36,31.3044,08:09:15.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:46:33,1,36,31.3044,07:46:33.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:54:02,3,108,93.913,07:54:02.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:33:50,2,72,62.6087,07:33:50.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:22:12,1,36,31.3044,07:22:12.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:11:12,3,108,93.913,08:11:12.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:34:16,2,72,62.6087,08:34:16.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:38:05,1,36,31.3044,08:38:05.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:42:41,3,108,93.913,08:42:41.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:49:14,1,36,31.3044,08:49:14.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:50:41,2,72,62.6087,08:50:41.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:08:26,1,36,31.3044,09:08:26.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:24:57,1,36,31.3044,09:24:57.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:34:54,1,36,31.3044,09:34:54.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:35:32,1,36,31.3044,09:35:32.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:45:51,2,72,62.6087,08:45:51.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:47:00,1,36,31.3044,08:47:00.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:39:25,1,36,31.3044,08:39:25.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:41:46,1,36,31.3044,08:41:46.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:16:47,1,36,31.3044,08:16:47.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:17:29,1,36,31.3044,08:17:29.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:35:47,2,72,62.6087,09:35:47.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:26:11,2,72,62.6087,09:26:11.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:12:55,1,36,31.3044,09:12:55.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:16:10,3,108,93.913,09:16:10.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:58:12,1,36,31.3044,09:58:12.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:16:50,1,36,31.3044,10:16:50.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:19:49,1,36,31.3044,10:19:49.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:36:09,1,36,31.3044,10:36:09.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:45:23,1,36,31.3044,10:45:23.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:59:51,2,72,62.6087,10:59:51.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 11:01:47,2,72,62.6087,11:01:47.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 14:52:49,1,36,31.3044,14:52:49.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:44:45,1,36,31.3044,07:44:45.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:13:59,3,108,93.913,08:13:59.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:19:01,1,36,31.3044,08:19:01.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:27:02,1,36,31.3044,08:27:02.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 06:14:50,3,108,93.913,06:14:50.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 06:50:32,1,36,31.3044,06:50:32.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 06:52:08,1,36,31.3044,06:52:08.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:04:06,1,28.8,25.0435,07:04:06.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:32:00,1,36,31.3044,07:32:00.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:37:10,5,180,156.5217,07:37:10.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:51:12,2,72,62.6087,07:51:12.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:40:28,1,36,31.3044,07:40:28.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:43:27,2,72,62.6087,07:43:27.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:15:09,2,72,62.6087,08:15:09.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:07:01,3,108,93.913,08:07:01.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:59:31,4,144,125.2174,07:59:31.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:01:26,1,36,31.3044,08:01:26.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:05:32,1,28.8,25.0435,08:05:32.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:32:30,1,36,31.3044,08:32:30.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:33:20,7,252,219.1304,08:33:20.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:34:18,2,72,62.6087,08:34:18.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:35:47,1,36,31.3044,08:35:47.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:41:03,2,72,62.6087,08:41:03.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:46:14,1,36,31.3044,08:46:14.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:49:49,3,108,93.913,08:49:49.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:01:29,1,36,31.3044,09:01:29.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:02:14,4,144,125.2174,09:02:14.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:09:34,1,36,31.3044,09:09:34.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:13:51,4,144,125.2174,09:13:51.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:15:05,1,36,31.3044,09:15:05.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:16:27,1,36,31.3044,09:16:27.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:17:37,1,36,31.3044,09:17:37.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:18:58,1,36,31.3044,09:18:58.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:26:19,1,36,31.3044,09:26:19.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:29:54,1,36,31.3044,09:29:54.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:42:20,5,180,156.5217,09:42:20.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:44:41,2,72,62.6087,09:44:41.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:47:24,3,108,93.913,09:47:24.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:49:16,1,36,31.3044,09:49:16.0000000
OR PAN CON FRIJOLES ESPECIAL ,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:49:53,2,72,62.6087,09:49:53.0000000
